batch_num	isbn	title	author	release_year	publisher	description	tags
11	9781250876195	Nettle & Bone	T. Kingfisher	2022	Macmillan Audio	"After years of seeing her sisters suffer at the hands of an abusive prince, Marra—the shy, convent-raised, third-born daughter—has finally realized that no one is coming to their rescue. No one, except for Marra herself.

Seeking help from a powerful gravewitch, Marra is offered the tools to kill a prince—if she can complete three impossible tasks. But, as is the way in tales of princes, witches, and daughters, the impossible is only the beginning.

On her quest, Marra is joined by the gravewitch, a reluctant fairy godmother, a strapping former knight, and a chicken possessed by a demon. Together, the five of them intend to be the hand that closes around the throat of the prince and frees Marra's family and their kingdom from its tyrannous ruler at last."	[{'Fantasy': 11}, {'Fiction': 3}, {'Horror': 2}, {'Young Adult': 1}, {'Adventure': 1}, {'Science Fiction': 1}, {'Science Fiction & Fantasy': 1}, {'Literature & Fiction': 1}, {'Classics': 0}, {'Loveable Characters': 68}, {'Strong Character Development': 49}, {'A mix driven': 41}, {'Diverse Characters': 38}, {'Not Diverse Characters': 30}, {'Weak Character Development': 25}, {'Plot driven': 24}, {'Character driven': 11}, {'Unloveable Characters': 7}, {'funny': 2}, {'Adventurous': 83}, {'dark': 51}, {'funny': 42}, {'emotional': 34}, {'mysterious': 27}, {'lighthearted': 19}, {'hopeful': 19}, {'tense': 9}, {'sad': 7}, {'inspiring': 6}]
11	9781250244031	Nettle & Bone	T. Kingfisher	2022	Tor Books	"After years of seeing her sisters suffer at the hands of an abusive prince, Marra—the shy, convent-raised, third-born daughter—has finally realized that no one is coming to their rescue. No one, except for Marra herself.

Seeking help from a powerful gravewitch, Marra is offered the tools to kill a prince—if she can complete three impossible tasks. But, as is the way in tales of princes, witches, and daughters, the impossible is only the beginning.

On her quest, Marra is joined by the gravewitch, a reluctant fairy godmother, a strapping former knight, and a chicken possessed by a demon. Together, the five of them intend to be the hand that closes around the throat of the prince and frees Marra's family and their kingdom from its tyrannous ruler at last."	[{'Fantasy': 11}, {'Fiction': 3}, {'Horror': 2}, {'Young Adult': 1}, {'Adventure': 1}, {'Science Fiction': 1}, {'Science Fiction & Fantasy': 1}, {'Literature & Fiction': 1}, {'Classics': 0}, {'Loveable Characters': 68}, {'Strong Character Development': 49}, {'A mix driven': 41}, {'Diverse Characters': 38}, {'Not Diverse Characters': 30}, {'Weak Character Development': 25}, {'Plot driven': 24}, {'Character driven': 11}, {'Unloveable Characters': 7}, {'funny': 2}, {'Adventurous': 83}, {'dark': 51}, {'funny': 42}, {'emotional': 34}, {'mysterious': 27}, {'lighthearted': 19}, {'hopeful': 19}, {'tense': 9}, {'sad': 7}, {'inspiring': 6}]
11	9781789098273	Nettle & Bone	T. Kingfisher	2022	Titan Books Limited	"After years of seeing her sisters suffer at the hands of an abusive prince, Marra—the shy, convent-raised, third-born daughter—has finally realized that no one is coming to their rescue. No one, except for Marra herself.

Seeking help from a powerful gravewitch, Marra is offered the tools to kill a prince—if she can complete three impossible tasks. But, as is the way in tales of princes, witches, and daughters, the impossible is only the beginning.

On her quest, Marra is joined by the gravewitch, a reluctant fairy godmother, a strapping former knight, and a chicken possessed by a demon. Together, the five of them intend to be the hand that closes around the throat of the prince and frees Marra's family and their kingdom from its tyrannous ruler at last."	[{'Fantasy': 11}, {'Fiction': 3}, {'Horror': 2}, {'Young Adult': 1}, {'Adventure': 1}, {'Science Fiction': 1}, {'Science Fiction & Fantasy': 1}, {'Literature & Fiction': 1}, {'Classics': 0}, {'Loveable Characters': 68}, {'Strong Character Development': 49}, {'A mix driven': 41}, {'Diverse Characters': 38}, {'Not Diverse Characters': 30}, {'Weak Character Development': 25}, {'Plot driven': 24}, {'Character driven': 11}, {'Unloveable Characters': 7}, {'funny': 2}, {'Adventurous': 83}, {'dark': 51}, {'funny': 42}, {'emotional': 34}, {'mysterious': 27}, {'lighthearted': 19}, {'hopeful': 19}, {'tense': 9}, {'sad': 7}, {'inspiring': 6}]
13		A Sorceress Comes to Call	T. Kingfisher	2024	Macmillan Audio	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781835411513	A Sorceress Comes to Call	T. Kingfisher	2024	Titan Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781250351302	A Sorceress Comes to Call	T. Kingfisher	2024	Macmillan Audio	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781835416372	A Sorceress Comes to Call	T. Kingfisher	2024	Titan Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781250244055	A Sorceress Comes to Call	T. Kingfisher	2024	Tor Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781250244062	A Sorceress Comes to Call	T. Kingfisher	2024	Tor Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781250244079	A Sorceress Comes to Call	T. Kingfisher	2024	Tor Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781004163939	A Sorceress Comes to Call	T. Kingfisher	2024	W. F. Howes Ltd 	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781789098303	A Sorceress Comes to Call	T. Kingfisher	2024	Titan Books	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
13	9781789098297	A Sorceress Comes to Call	T. Kingfisher	2024	Titan Books Limited	"*The hardcover edition features a foil stamp on the casing and custom endpapers illustrated by the author.*

Cordelia knows her mother is . . . unusual. Their house doesn’t have any doors between rooms—there are no secrets in this house—and her mother doesn't allow Cordelia to have a single friend. Unless you count Falada, her mother's beautiful white horse. The only time Cordelia feels truly free is on her daily rides with him.

But more than simple eccentricity sets her mother apart. Other mothers don’t force their daughters to be silent and motionless for hours, sometimes days, on end. Other mothers aren’t evil sorcerers.

When her mother unexpectedly moves them into the manor home of a wealthy older Squire and his kind but keen-eyed sister, Hester, Cordelia knows this welcoming pair are to be her mother's next victims. But Cordelia feels at home for the very first time among these people, and as her mother's plans darken, she must decide how to face the woman who raised her to save the people who have become like family."	[{'Fantasy': 5}, {'Fiction': 2}, {'Science Fiction': 1}, {'Young Adult': 1}, {'Horror': 1}, {'Fairy tale inspired': 1}, {'Horr': 0}, {'Strong Character Development': 16}, {'Loveable Characters': 15}, {'A mix driven': 11}, {'Not Diverse Characters': 11}, {'Diverse Characters': 5}, {'Plot driven': 5}, {'Unloveable Characters': 3}, {'Weak Character Development': 2}, {'Character driven': 2}, {'Genre: Horror-Weird': 1}, {'dark': 18}, {'mysterious': 14}, {'Adventurous': 12}, {'tense': 11}, {'emotional': 8}, {'funny': 7}, {'hopeful': 4}, {'lighthearted': 2}, {'sad': 2}, {'inspiring': 1}]
18	9780312019778	All My Sins Remembered	Joe Haldeman	1977	St. Martin's Press	Otto McGavin is peaceful and idealistic by nature, an Anglo-Buddhist, who seeks employment with the Confederacion because he believes in it and its mission to protect the rights of humans and nonhumans. The only problem is that the Confederacion needs him as a Prime Operator for its secret service, the TBII, and the TBII wants Otto as a spy, a thief and an assassin. It's not, of course, a problem for the Confederacion, which simply uses immersion therapy and hypnosis for Otto's training, and then sends him out in deep cover on a variety of dangerous missions on a number of bizarre worlds. But for Otto, it's a different what he has to witness and what he is forced to do take a terrible toll on him ...	[{'Science Fiction': 1}, {'Fantasy': 1}, {'Space': 1}, {'Aliens': 1}, {'Adventure': 1}, {'Fiction': 1}]
18	9781497692411	All My Sins Remembered	Joe Haldeman	1977	Open Road Integrated Media, Inc.	Otto McGavin is peaceful and idealistic by nature, an Anglo-Buddhist, who seeks employment with the Confederacion because he believes in it and its mission to protect the rights of humans and nonhumans. The only problem is that the Confederacion needs him as a Prime Operator for its secret service, the TBII, and the TBII wants Otto as a spy, a thief and an assassin. It's not, of course, a problem for the Confederacion, which simply uses immersion therapy and hypnosis for Otto's training, and then sends him out in deep cover on a variety of dangerous missions on a number of bizarre worlds. But for Otto, it's a different what he has to witness and what he is forced to do take a terrible toll on him ...	[{'Science Fiction': 1}, {'Fantasy': 1}, {'Space': 1}, {'Aliens': 1}, {'Adventure': 1}, {'Fiction': 1}]
18	9780575072817	All My Sins Remembered	Joe Haldeman	1977	Gollancz	Otto McGavin is peaceful and idealistic by nature, an Anglo-Buddhist, who seeks employment with the Confederacion because he believes in it and its mission to protect the rights of humans and nonhumans. The only problem is that the Confederacion needs him as a Prime Operator for its secret service, the TBII, and the TBII wants Otto as a spy, a thief and an assassin. It's not, of course, a problem for the Confederacion, which simply uses immersion therapy and hypnosis for Otto's training, and then sends him out in deep cover on a variety of dangerous missions on a number of bizarre worlds. But for Otto, it's a different what he has to witness and what he is forced to do take a terrible toll on him ...	[{'Science Fiction': 1}, {'Fantasy': 1}, {'Space': 1}, {'Aliens': 1}, {'Adventure': 1}, {'Fiction': 1}]
23	9780553123333	Tales of Nevèrÿon	Samuel R. Delany	1979	Bantam Books	A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
23	9780553228427	Tales of Nevèrÿon	Samuel R. Delany	1979		A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
23	9781480461734	Tales of Nevèrÿon	Samuel R. Delany	1979		A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
23		Tales of Nevèrÿon	Samuel R. Delany	1979		A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
23	9780819562708	Tales of Nevèrÿon	Samuel R. Delany	1979		A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
23	9780586202708	Tales of Nevèrÿon	Samuel R. Delany	1979	Voyager	A group of interrelated stories taking place in an ambiguous distant past setting that on the surface resembles sword-and-sorcery.  As always, Delany works his magic by drawing you in with vivid sensory immediacy, and then opening up uncountable doors of thought into language, semiotics, politics, economy and technology.  The first in an addictive and haunting series, it also forms, along with many of his other works, part of a larger work he calls *Some Informal Remarks Toward the Modular Calculus.*  If that intimidates you, don't worry about it.  Enjoy the story and take time to reflect on all the thoughts it invites.  You can go back and read the appendices later.	[{'Fiction': 52585}, {'Fantasy': 47702}, {'Classics': 23018}, {'Science fiction': 21302}, {'LGBTQ': 10118}, {'American fiction': 164}]
24	9780708880876	King David's Spaceship	Jerry Pournelle	1973	Futura	"Four levels of technology collide in this fascinating sci-fi thriller about a Renaissance general racing to extract the secrets of space flight from a forgotten library guarded by barbarians on horseback before the bureaucrats of a re-ascendant galactic empire can finish classifying the Renaissance general's world as a flightless backwater planet fit only for subjugation and exploitation. As is often the case in hard sci-fi, the characters' personalities are neglected in favor of in-depth discussion of military tactics, historical speculation, and political economy, but the writing is tight, thoughtful, and fun, so it's not too hard to suspend your disbelief.

This book is a sort of sequel to the much more famous *The Mote in God's Eye*, but the events are largely independent."	[{'Adventure': 1}, {'Fiction': 1}, {'Science Fiction': 1}, {'Space': 1}, {' American': 0}, {'Politics': 0}, {'fiction': 1}, {'Science Fiction & Fantasy': 1}, {'#digitally-own': 1}]
24	9781618240828	King David's Spaceship	Jerry Pournelle	1973		"Four levels of technology collide in this fascinating sci-fi thriller about a Renaissance general racing to extract the secrets of space flight from a forgotten library guarded by barbarians on horseback before the bureaucrats of a re-ascendant galactic empire can finish classifying the Renaissance general's world as a flightless backwater planet fit only for subjugation and exploitation. As is often the case in hard sci-fi, the characters' personalities are neglected in favor of in-depth discussion of military tactics, historical speculation, and political economy, but the writing is tight, thoughtful, and fun, so it's not too hard to suspend your disbelief.

This book is a sort of sequel to the much more famous *The Mote in God's Eye*, but the events are largely independent."	[{'Adventure': 1}, {'Fiction': 1}, {'Science Fiction': 1}, {'Space': 1}, {' American': 0}, {'Politics': 0}, {'fiction': 1}, {'Science Fiction & Fantasy': 1}, {'#digitally-own': 1}]
24	9780356085067	King David's Spaceship	Jerry Pournelle	1973	Macdonald & Co.	"Four levels of technology collide in this fascinating sci-fi thriller about a Renaissance general racing to extract the secrets of space flight from a forgotten library guarded by barbarians on horseback before the bureaucrats of a re-ascendant galactic empire can finish classifying the Renaissance general's world as a flightless backwater planet fit only for subjugation and exploitation. As is often the case in hard sci-fi, the characters' personalities are neglected in favor of in-depth discussion of military tactics, historical speculation, and political economy, but the writing is tight, thoughtful, and fun, so it's not too hard to suspend your disbelief.

This book is a sort of sequel to the much more famous *The Mote in God's Eye*, but the events are largely independent."	[{'Adventure': 1}, {'Fiction': 1}, {'Science Fiction': 1}, {'Space': 1}, {' American': 0}, {'Politics': 0}, {'fiction': 1}, {'Science Fiction & Fantasy': 1}, {'#digitally-own': 1}]
24	9780671720681	King David's Spaceship	Jerry Pournelle	1973	Baen Books	"Four levels of technology collide in this fascinating sci-fi thriller about a Renaissance general racing to extract the secrets of space flight from a forgotten library guarded by barbarians on horseback before the bureaucrats of a re-ascendant galactic empire can finish classifying the Renaissance general's world as a flightless backwater planet fit only for subjugation and exploitation. As is often the case in hard sci-fi, the characters' personalities are neglected in favor of in-depth discussion of military tactics, historical speculation, and political economy, but the writing is tight, thoughtful, and fun, so it's not too hard to suspend your disbelief.

This book is a sort of sequel to the much more famous *The Mote in God's Eye*, but the events are largely independent."	[{'Adventure': 1}, {'Fiction': 1}, {'Science Fiction': 1}, {'Space': 1}, {' American': 0}, {'Politics': 0}, {'fiction': 1}, {'Science Fiction & Fantasy': 1}, {'#digitally-own': 1}]
